CustomerID,CustomerName,LoyaltyTier,JoinDate,HomeCity,HomeStateCode,PreferredStoreID
C01353,Felix Ibarra,Alpine,2020-08-15,Tacoma,WA,ST012
C01354,Elias Ashworth,None,2022-12-29,Tacoma,WA,ST005
C01355,Noor Okonkwo,Trailhead,2022-03-20,Boise,ID,ST002
C01356,Noor Yardley,Trailhead,2023-02-25,Eugene,OR,ST003
C01357,Beatrix Sandoval,None,2020-10-30,Missoula,MT,ST004
C01358,Mateo Ibarra,Trailhead,2024-05-03,Tacoma,WA,ST007
C01359,Callum Pemberton,None,2023-09-21,Flagstaff,AZ,ST016
C01360,Freya Farrow,Trailhead,2022-06-27,Eugene,OR,ST018
C01361,Rosa Thorne,None,2022-03-02,Fort Collins,CO,ST013
C01362,Saskia Yardley,Summit,2022-05-05,Salt Lake City,UT,ST005
C01363,Leila Hollis,None,2023-04-10,Bend,OR,ST007
C01364,Marcus Barros,Trailhead,2022-10-15,Boulder,CO,ST005
C01365,Felix Wexford,Trailhead,2023-09-12,Bozeman,MT,ST011
C01366,Noor Sandoval,Trailhead,2024-06-25,Coeur d'Alene,ID,ST006
C01367,Noor Thorne,Summit,2024-08-14,Reno,NV,ST010
C01368,Soren Hollis,None,2022-01-14,Flagstaff,AZ,ST004
C01369,Theo Hollis,Alpine,2023-10-06,Bend,OR,ST001
C01370,Ravi Ibarra,Trailhead,2021-09-11,Spokane,WA,ST012
C01371,Felix Zielinski,None,2022-09-16,Flagstaff,AZ,ST014
C01372,Noor Ashworth,Trailhead,2022-07-29,Spokane,WA,ST001
C01373,Soren Nakamura,None,2022-11-19,Reno,NV,ST003
C01374,Noor Vasquez,Alpine,2023-09-14,Eugene,OR,ST003
C01375,Sana Wexford,Trailhead,2023-04-12,Denver,CO,ST017
C01376,Diego Rasmussen,None,2020-02-24,Fort Collins,CO,ST009
C01377,Noor Whitfield,None,2023-07-29,Denver,CO,ST001
C01378,Theo Rasmussen,Trailhead,2023-03-09,Missoula,MT,ST007
C01379,Callum Wexford,None,2022-01-01,Boulder,CO,ST012
C01380,Saskia Ellery,Trailhead,2022-01-14,Bozeman,MT,ST006
C01381,Soren Sandoval,Summit,2020-07-23,Portland,OR,ST004
C01382,Tobias Okonkwo,Trailhead,2023-02-08,Boise,ID,ST009
C01383,Elena Sandoval,Trailhead,2024-04-07,Denver,CO,ST006
C01384,Rosa Rasmussen,None,2021-10-14,Missoula,MT,ST013
C01385,Greta Pemberton,None,2024-10-26,Portland,OR,ST013
C01386,Saskia Sandoval,Alpine,2022-04-17,Coeur d'Alene,ID,ST013
C01387,Callum Kowalski,None,2021-06-28,Denver,CO,ST009
C01388,Felix Thorne,None,2022-04-25,Seattle,WA,ST010
C01389,Rosa Nakamura,Summit,2024-11-18,Coeur d'Alene,ID,ST005
C01390,Otto Delacroix,Alpine,2022-09-10,Park City,UT,ST018
C01391,Callum Grimshaw,Trailhead,2022-05-26,Seattle,WA,ST008
C01392,Ravi Yardley,None,2021-11-21,Fort Collins,CO,ST014
C01393,Soren Grimshaw,None,2022-02-05,Portland,OR,ST017
C01394,Amara Yardley,Trailhead,2022-11-29,Park City,UT,ST002
C01395,Callum Ibarra,Trailhead,2020-08-08,Eugene,OR,ST007
C01396,Lucian Rasmussen,Trailhead,2022-07-30,Missoula,MT,ST018
C01397,Ravi Ferreira,None,2021-03-19,Boise,ID,ST005
C01398,Emrys Delacroix,Summit,2024-08-05,Denver,CO,ST017
C01399,Alina Sandoval,Trailhead,2021-09-16,Boulder,CO,ST009
C01400,Imani Farrow,Summit,2024-09-03,Seattle,WA,ST003
C01401,Tobias Marchetti,Alpine,2023-02-25,Bend,OR,ST008
C01402,Ravi Hollis,None,2021-10-18,Fort Collins,CO,ST003
C01403,Callum Whitfield,Summit,2024-11-22,Reno,NV,ST009
C01404,Sana Ferreira,None,2024-06-21,Seattle,WA,ST009
C01405,Beatrix Nakamura,Summit,2020-12-07,Portland,OR,ST007
C01406,Amara Delacroix,None,2024-01-22,Eugene,OR,ST014
C01407,Saskia Halvorsen,Trailhead,2020-11-04,Seattle,WA,ST004
C01408,Freya Marchetti,Trailhead,2020-04-01,Spokane,WA,ST013
C01409,Mateo Sandoval,Summit,2023-07-22,Denver,CO,ST018
C01410,Amara Grimshaw,None,2024-02-26,Eugene,OR,ST009
C01411,Elias Ferreira,Alpine,2024-11-03,Flagstaff,AZ,ST018
C01412,Hugo Hollis,None,2023-06-15,Seattle,WA,ST007
C01413,Noor Delacroix,Summit,2024-12-08,Bozeman,MT,ST011
C01414,Greta Ibarra,None,2023-01-21,Missoula,MT,ST007
C01415,Mateo Zielinski,Summit,2022-01-31,Sacramento,CA,ST003
C01416,Rosa Pemberton,None,2020-06-10,Portland,OR,ST004
C01417,Amara Hollis,None,2021-08-09,Spokane,WA,ST009
C01418,Rosa Ferreira,Trailhead,2020-09-24,Boise,ID,ST017
C01419,Amara Farrow,None,2022-11-11,Spokane,WA,ST015
C01420,Diego Lindqvist,Trailhead,2020-02-09,Eugene,OR,ST004
C01421,Nadia Marchetti,Trailhead,2023-03-09,Boise,ID,ST006
C01422,Felix Okonkwo,Alpine,2021-01-19,Tacoma,WA,ST005
C01423,Elias Rasmussen,None,2024-12-30,Flagstaff,AZ,ST004
C01424,Beatrix Ashworth,None,2023-11-03,Eugene,OR,ST001
C01425,Ravi Pemberton,None,2024-08-04,Portland,OR,ST005
C01426,Ravi Barros,Summit,2023-03-04,Park City,UT,ST013
C01427,Leila Marchetti,Trailhead,2024-07-28,Salt Lake City,UT,ST008
C01428,Theo Vasquez,Summit,2024-04-04,Portland,OR,ST015
C01429,Freya Yardley,Trailhead,2024-06-19,Missoula,MT,ST017
C01430,Freya Rasmussen,None,2020-04-10,Flagstaff,AZ,ST013
C01431,Saskia Hollis,Alpine,2022-01-10,Denver,CO,ST018
C01432,Priya Okonkwo,Summit,2023-03-26,Reno,NV,ST012
C01433,Theo Okonkwo,Trailhead,2023-02-13,Boise,ID,ST007
C01434,Saskia Lindqvist,Trailhead,2020-10-26,Missoula,MT,ST018
C01435,Emrys Delacroix,Trailhead,2022-03-03,Sacramento,CA,ST012
C01436,Emrys Vasquez,Summit,2023-09-25,Coeur d'Alene,ID,ST002
C01437,Soren Ashworth,Trailhead,2022-08-16,Portland,OR,ST012
C01438,Freya Halvorsen,Alpine,2021-09-23,Coeur d'Alene,ID,ST016
C01439,Theo Whitfield,Trailhead,2023-04-30,Spokane,WA,ST012
C01440,Beatrix Ibarra,None,2023-12-26,Boulder,CO,ST007
C01441,Saskia Okonkwo,Trailhead,2024-10-09,Park City,UT,ST001
C01442,Soren Ferreira,Summit,2022-06-13,Spokane,WA,ST006
C01443,Sana Farrow,Summit,2023-03-14,Spokane,WA,ST004
C01444,Soren Rasmussen,None,2023-09-25,Missoula,MT,ST010
C01445,Lucian Kowalski,None,2024-05-11,Bend,OR,ST002
C01446,Sana Barros,None,2023-05-13,Fort Collins,CO,ST001
C01447,Priya Rasmussen,None,2020-10-04,Fort Collins,CO,ST005
C01448,Imani Sandoval,Summit,2024-09-11,Boulder,CO,ST006
C01449,Greta Yardley,None,2023-07-18,Park City,UT,ST003
C01450,Callum Marchetti,Summit,2023-11-15,Salt Lake City,UT,ST015
C01451,Rosa Farrow,Summit,2023-07-06,Salt Lake City,UT,ST016
C01452,Priya Rasmussen,Summit,2021-12-25,Salt Lake City,UT,ST013
C01453,Theo Yardley,Summit,2020-12-18,Missoula,MT,ST009
C01454,Callum Ellery,Trailhead,2023-02-12,Eugene,OR,ST002
C01455,Tobias Okonkwo,Trailhead,2021-04-09,Eugene,OR,ST017
C01456,Tobias Nakamura,Trailhead,2020-11-30,Seattle,WA,ST002
C01457,Greta Hollis,Trailhead,2021-10-19,Boulder,CO,ST004
C01458,Alina Nakamura,None,2020-04-07,Bozeman,MT,ST017
C01459,Sana Sandoval,Trailhead,2020-12-23,Bozeman,MT,ST007
C01460,Elias Barros,None,2023-04-09,Park City,UT,ST010
C01461,Nadia Sandoval,Trailhead,2021-06-10,Park City,UT,ST003
C01462,Elias Ellery,None,2022-11-06,Boise,ID,ST004
C01463,Elias Zielinski,Summit,2020-05-21,Fort Collins,CO,ST006
C01464,Emrys Grimshaw,Summit,2024-05-21,Coeur d'Alene,ID,ST006
C01465,Otto Rasmussen,Summit,2024-01-30,Eugene,OR,ST007
C01466,Elias Delacroix,Trailhead,2024-04-15,Spokane,WA,ST012
C01467,Felix Ashworth,None,2020-07-29,Spokane,WA,ST004
C01468,Imani Sandoval,None,2024-10-26,Tacoma,WA,ST016
C01469,Imani Grimshaw,Trailhead,2024-04-05,Flagstaff,AZ,ST016
C01470,Otto Sandoval,Trailhead,2024-09-12,Park City,UT,ST003
C01471,Elias Lindqvist,Trailhead,2024-04-28,Fort Collins,CO,ST006
C01472,Ravi Vasquez,Summit,2022-04-30,Coeur d'Alene,ID,ST009
C01473,Sana Rasmussen,Summit,2024-07-15,Bend,OR,ST002
C01474,Emrys Whitfield,None,2024-07-26,Tacoma,WA,ST008
C01475,Beatrix Okonkwo,None,2024-05-19,Portland,OR,ST018
C01476,Elena Farrow,Trailhead,2020-08-13,Sacramento,CA,ST009
C01477,Rosa Whitfield,None,2022-10-19,Reno,NV,ST006
C01478,Noor Rasmussen,None,2024-10-20,Salt Lake City,UT,ST017
C01479,Elias Farrow,Summit,2020-07-01,Portland,OR,ST004
C01480,Rosa Pemberton,Summit,2020-07-10,Flagstaff,AZ,ST008
C01481,Tobias Pemberton,None,2020-09-17,Park City,UT,ST004
C01482,Diego Pemberton,Trailhead,2023-03-05,Flagstaff,AZ,ST003
C01483,Greta Nakamura,None,2020-12-07,Tacoma,WA,ST017
C01484,Sana Yardley,None,2023-02-06,Eugene,OR,ST005
C01485,Elena Farrow,Trailhead,2021-02-07,Bozeman,MT,ST015
C01486,Soren Grimshaw,Alpine,2022-03-26,Denver,CO,ST002
C01487,Saskia Ferreira,Trailhead,2023-08-07,Seattle,WA,ST011
C01488,Soren Yardley,Alpine,2023-07-13,Park City,UT,ST004
C01489,Theo Wexford,Trailhead,2021-01-29,Denver,CO,ST012
C01490,Imani Delacroix,None,2024-09-15,Missoula,MT,ST014
C01491,Tobias Barros,None,2022-10-15,Flagstaff,AZ,ST009
C01492,Tobias Ellery,Trailhead,2021-11-03,Park City,UT,ST006
C01493,Rosa Okonkwo,None,2021-09-01,Spokane,WA,ST002
C01494,Theo Rasmussen,Trailhead,2022-02-05,Eugene,OR,ST012
C01495,Felix Sandoval,None,2023-06-18,Denver,CO,ST001
C01496,Lucian Yardley,Summit,2022-07-31,Reno,NV,ST005
C01497,Marcus Nakamura,None,2023-09-16,Park City,UT,ST014
C01498,Marcus Ellery,Trailhead,2023-10-31,Spokane,WA,ST016
C01499,Soren Lindqvist,None,2022-03-08,Sacramento,CA,ST017
C01500,Theo Pemberton,None,2023-06-19,Eugene,OR,ST001
C01501,Imani Ellery,Summit,2023-12-23,Bozeman,MT,ST007
C01502,Nadia Wexford,Alpine,2022-04-16,Portland,OR,ST012
C01503,Felix Barros,Trailhead,2020-05-31,Tacoma,WA,ST009
C01504,Alina Sandoval,Trailhead,2022-02-18,Seattle,WA,ST007
C01505,Elena Halvorsen,None,2024-11-09,Tacoma,WA,ST001
C01506,Freya Thorne,None,2021-05-01,Bozeman,MT,ST002
C01507,Saskia Yardley,Trailhead,2020-03-17,Reno,NV,ST018
C01508,Elias Whitfield,Trailhead,2024-10-19,Park City,UT,ST011
C01509,Saskia Grimshaw,None,2023-07-31,Bozeman,MT,ST010
C01510,Callum Nakamura,Summit,2022-06-06,Boulder,CO,ST012
C01511,Ravi Vasquez,Summit,2024-02-22,Tacoma,WA,ST016
C01512,Kenji Lindqvist,Trailhead,2024-02-16,Tacoma,WA,ST012
C01513,Mateo Barros,None,2020-04-02,Boulder,CO,ST018
C01514,Tobias Grimshaw,None,2024-04-24,Coeur d'Alene,ID,ST003
C01515,Saskia Wexford,Trailhead,2021-10-11,Boulder,CO,ST018
C01516,Hugo Thorne,Trailhead,2023-12-23,Eugene,OR,ST009
C01517,Soren Ibarra,None,2020-06-25,Denver,CO,ST003
C01518,Greta Barros,None,2022-06-20,Tacoma,WA,ST011
C01519,Leila Ferreira,Trailhead,2021-08-27,Flagstaff,AZ,ST014
C01520,Diego Grimshaw,None,2021-01-07,Boulder,CO,ST004
C01521,Rosa Delacroix,Alpine,2020-04-15,Salt Lake City,UT,ST010
C01522,Yara Pemberton,Trailhead,2020-05-25,Denver,CO,ST005
C01523,Felix Rasmussen,None,2022-03-16,Spokane,WA,ST012
C01524,Rosa Pemberton,Trailhead,2024-02-20,Coeur d'Alene,ID,ST014
C01525,Rosa Grimshaw,Trailhead,2023-02-05,Spokane,WA,ST002
C01526,Kenji Halvorsen,Summit,2020-12-08,Denver,CO,ST010
C01527,Leila Zielinski,None,2021-03-06,Park City,UT,ST017
C01528,Priya Wexford,None,2020-07-29,Boise,ID,ST006
C01529,Marcus Zielinski,Trailhead,2023-02-10,Sacramento,CA,ST014
C01530,Tobias Zielinski,None,2021-04-19,Tacoma,WA,ST013
C01531,Greta Barros,None,2020-07-02,Salt Lake City,UT,ST003
C01532,Callum Wexford,Summit,2020-06-27,Coeur d'Alene,ID,ST014
C01533,Marcus Halvorsen,None,2024-07-29,Portland,OR,ST018
C01534,Nadia Ellery,None,2021-06-27,Portland,OR,ST016
C01535,Freya Grimshaw,Alpine,2022-05-06,Bozeman,MT,ST012
C01536,Hugo Pemberton,Trailhead,2022-12-01,Spokane,WA,ST008
C01537,Freya Barros,Trailhead,2020-11-21,Bend,OR,ST007
C01538,Emrys Ashworth,Trailhead,2023-07-24,Boulder,CO,ST015
C01539,Lucian Yardley,None,2024-03-29,Denver,CO,ST012
C01540,Elena Nakamura,Summit,2020-08-14,Coeur d'Alene,ID,ST012
C01541,Mateo Wexford,Summit,2024-09-04,Portland,OR,ST018
C01542,Marcus Marchetti,None,2023-07-05,Sacramento,CA,ST007
C01543,Soren Wexford,Trailhead,2024-10-06,Spokane,WA,ST008
C01544,Rosa Barros,Summit,2020-04-14,Tacoma,WA,ST005
C01545,Priya Ibarra,Alpine,2023-08-02,Salt Lake City,UT,ST016
C01546,Elias Yardley,Alpine,2022-10-15,Fort Collins,CO,ST008
C01547,Elias Marchetti,None,2023-08-17,Salt Lake City,UT,ST016
C01548,Imani Ashworth,Trailhead,2022-09-06,Park City,UT,ST009
C01549,Freya Yardley,Summit,2022-04-19,Eugene,OR,ST008
C01550,Imani Pemberton,None,2024-10-11,Portland,OR,ST012
C01551,Emrys Lindqvist,Alpine,2020-06-18,Seattle,WA,ST005
C01552,Otto Barros,Trailhead,2020-07-21,Bozeman,MT,ST014
C01553,Yara Barros,Trailhead,2021-07-02,Seattle,WA,ST008
C01554,Marcus Yardley,Trailhead,2021-03-22,Missoula,MT,ST018
C01555,Tobias Marchetti,None,2023-03-07,Denver,CO,ST008
C01556,Hugo Grimshaw,Trailhead,2022-08-23,Coeur d'Alene,ID,ST008
C01557,Elias Ashworth,Trailhead,2024-07-02,Missoula,MT,ST007
C01558,Lucian Lindqvist,None,2024-05-11,Bend,OR,ST001
C01559,Emrys Marchetti,None,2023-08-27,Boulder,CO,ST010
C01560,Elias Rasmussen,Summit,2021-03-09,Spokane,WA,ST008
C01561,Diego Farrow,Summit,2023-05-05,Fort Collins,CO,ST014
C01562,Rosa Grimshaw,None,2024-05-04,Fort Collins,CO,ST015
C01563,Hugo Delacroix,None,2021-10-21,Bozeman,MT,ST003
C01564,Callum Rasmussen,Trailhead,2023-12-03,Park City,UT,ST004
C01565,Saskia Nakamura,Summit,2024-11-25,Boise,ID,ST008
C01566,Nadia Grimshaw,None,2021-02-02,Salt Lake City,UT,ST015
C01567,Lucian Delacroix,Summit,2021-04-29,Park City,UT,ST011
C01568,Otto Farrow,None,2021-11-16,Coeur d'Alene,ID,ST014
C01569,Otto Barros,None,2024-11-23,Denver,CO,ST009
C01570,Alina Zielinski,None,2022-04-13,Fort Collins,CO,ST014
C01571,Lucian Ellery,Alpine,2022-07-13,Portland,OR,ST012
C01572,Marcus Delacroix,Trailhead,2020-03-16,Denver,CO,ST015
C01573,Otto Kowalski,Trailhead,2020-09-07,Bend,OR,ST009
C01574,Diego Grimshaw,None,2024-12-26,Denver,CO,ST002
C01575,Otto Wexford,None,2023-02-28,Tacoma,WA,ST001
C01576,Theo Delacroix,Trailhead,2024-08-27,Coeur d'Alene,ID,ST002
C01577,Felix Sandoval,None,2024-04-12,Bozeman,MT,ST006
C01578,Alina Lindqvist,Trailhead,2021-09-15,Bozeman,MT,ST006
C01579,Imani Ferreira,Summit,2020-02-04,Eugene,OR,ST009
C01580,Noor Yardley,Trailhead,2023-02-23,Eugene,OR,ST016
C01581,Alina Ashworth,Summit,2021-02-20,Spokane,WA,ST004
C01582,Soren Yardley,None,2022-07-11,Salt Lake City,UT,ST015
C01583,Mateo Halvorsen,Trailhead,2023-06-12,Reno,NV,ST004
C01584,Priya Wexford,None,2022-05-22,Flagstaff,AZ,ST006
C01585,Rosa Thorne,None,2021-04-07,Reno,NV,ST005
C01586,Tobias Delacroix,Summit,2021-10-31,Flagstaff,AZ,ST010
C01587,Tobias Nakamura,None,2022-11-03,Bend,OR,ST016
C01588,Sana Lindqvist,None,2022-04-06,Park City,UT,ST001
C01589,Imani Grimshaw,None,2024-11-03,Spokane,WA,ST017
C01590,Saskia Ellery,Trailhead,2023-09-12,Park City,UT,ST016
C01591,Beatrix Halvorsen,Trailhead,2023-11-23,Park City,UT,ST011
C01592,Priya Okonkwo,None,2022-03-07,Park City,UT,ST001
C01593,Yara Whitfield,Trailhead,2022-03-23,Coeur d'Alene,ID,ST006
C01594,Freya Grimshaw,Trailhead,2020-05-24,Sacramento,CA,ST002
C01595,Theo Pemberton,Summit,2024-06-27,Eugene,OR,ST008
C01596,Felix Zielinski,Trailhead,2022-10-20,Bozeman,MT,ST018
C01597,Freya Delacroix,Trailhead,2020-04-05,Eugene,OR,ST018
C01598,Lucian Farrow,Trailhead,2023-12-26,Park City,UT,ST015
C01599,Imani Yardley,Alpine,2024-01-17,Fort Collins,CO,ST001
C01600,Emrys Okonkwo,None,2020-10-21,Bend,OR,ST005
C01601,Diego Whitfield,None,2023-11-10,Eugene,OR,ST013
C01602,Greta Delacroix,Summit,2020-06-10,Reno,NV,ST015
C01603,Lucian Ferreira,Summit,2022-04-24,Missoula,MT,ST012
C01604,Lucian Farrow,Summit,2022-12-10,Reno,NV,ST018
C01605,Theo Ashworth,Trailhead,2020-03-01,Boulder,CO,ST007
C01606,Yara Ashworth,None,2023-10-08,Salt Lake City,UT,ST006
C01607,Freya Lindqvist,None,2024-11-28,Flagstaff,AZ,ST005
C01608,Elena Kowalski,Alpine,2024-08-19,Salt Lake City,UT,ST004
C01609,Beatrix Delacroix,Trailhead,2023-02-08,Seattle,WA,ST003
C01610,Rosa Whitfield,None,2024-09-20,Boise,ID,ST015
C01611,Beatrix Wexford,Trailhead,2022-12-28,Reno,NV,ST001
C01612,Imani Farrow,None,2022-04-07,Tacoma,WA,ST017
C01613,Marcus Zielinski,Summit,2023-08-05,Eugene,OR,ST016
C01614,Mateo Lindqvist,Summit,2021-03-10,Tacoma,WA,ST018
C01615,Nadia Halvorsen,None,2023-12-04,Park City,UT,ST015
C01616,Noor Yardley,Summit,2022-06-03,Eugene,OR,ST014
C01617,Emrys Grimshaw,None,2022-01-24,Sacramento,CA,ST001
C01618,Tobias Ibarra,Trailhead,2021-02-15,Sacramento,CA,ST009
C01619,Callum Halvorsen,Summit,2021-08-29,Flagstaff,AZ,ST006
C01620,Emrys Wexford,Trailhead,2024-02-10,Bozeman,MT,ST009
C01621,Freya Ashworth,Summit,2024-02-21,Boise,ID,ST004
C01622,Leila Okonkwo,Summit,2021-05-26,Spokane,WA,ST008
C01623,Theo Nakamura,Trailhead,2023-12-12,Bend,OR,ST002
C01624,Otto Whitfield,None,2022-01-14,Boise,ID,ST015
C01625,Ravi Sandoval,None,2023-08-18,Portland,OR,ST017
C01626,Hugo Ellery,Summit,2023-01-07,Portland,OR,ST018
C01627,Beatrix Barros,Trailhead,2023-09-17,Bend,OR,ST015
C01628,Freya Ibarra,Summit,2020-06-29,Denver,CO,ST008
C01629,Lucian Nakamura,Summit,2021-09-15,Eugene,OR,ST003
C01630,Hugo Whitfield,None,2022-08-25,Tacoma,WA,ST006
C01631,Rosa Okonkwo,Trailhead,2022-07-06,Salt Lake City,UT,ST007
C01632,Greta Pemberton,None,2023-06-12,Spokane,WA,ST001
C01633,Otto Whitfield,Trailhead,2024-01-15,Fort Collins,CO,ST001
C01634,Theo Vasquez,Alpine,2020-09-25,Missoula,MT,ST008
C01635,Amara Farrow,Trailhead,2024-10-24,Flagstaff,AZ,ST004
C01636,Mateo Whitfield,None,2020-08-23,Denver,CO,ST008
C01637,Marcus Ashworth,Trailhead,2023-07-21,Park City,UT,ST017
C01638,Mateo Whitfield,Summit,2024-01-03,Flagstaff,AZ,ST004
C01639,Felix Nakamura,Summit,2024-05-04,Seattle,WA,ST012
C01640,Alina Barros,Trailhead,2023-01-10,Spokane,WA,ST010
C01641,Callum Vasquez,Trailhead,2023-12-20,Bend,OR,ST012
C01642,Hugo Delacroix,Trailhead,2022-02-03,Fort Collins,CO,ST006
C01643,Yara Delacroix,None,2022-06-24,Reno,NV,ST016
C01644,Priya Ashworth,Trailhead,2022-12-23,Eugene,OR,ST013
C01645,Leila Wexford,None,2020-04-30,Coeur d'Alene,ID,ST001
C01646,Saskia Kowalski,Trailhead,2022-06-15,Boulder,CO,ST008
C01647,Nadia Delacroix,Trailhead,2020-02-04,Denver,CO,ST008
C01648,Ravi Kowalski,Trailhead,2023-12-31,Portland,OR,ST012
C01649,Sana Marchetti,Trailhead,2020-10-29,Reno,NV,ST011
C01650,Sana Okonkwo,Trailhead,2020-05-30,Denver,CO,ST010
C01651,Elias Vasquez,Summit,2022-12-27,Flagstaff,AZ,ST002
C01652,Elena Okonkwo,Trailhead,2023-12-03,Boulder,CO,ST001
C01653,Lucian Zielinski,None,2021-04-01,Boulder,CO,ST016
C01654,Felix Barros,Trailhead,2021-06-18,Portland,OR,ST014
C01655,Theo Whitfield,Summit,2024-11-16,Portland,OR,ST005
C01656,Greta Marchetti,Summit,2020-11-23,Reno,NV,ST017
C01657,Imani Zielinski,None,2021-09-30,Sacramento,CA,ST001
C01658,Lucian Ferreira,None,2023-06-08,Tacoma,WA,ST018
C01659,Imani Yardley,Summit,2022-07-09,Denver,CO,ST001
C01660,Alina Ellery,Summit,2021-10-20,Seattle,WA,ST014
C01661,Elena Okonkwo,None,2024-02-15,Reno,NV,ST003
C01662,Hugo Marchetti,None,2022-06-14,Coeur d'Alene,ID,ST005
C01663,Hugo Nakamura,None,2021-06-18,Spokane,WA,ST008
C01664,Hugo Thorne,Alpine,2021-09-29,Reno,NV,ST014
C01665,Kenji Ellery,Trailhead,2021-07-19,Eugene,OR,ST004
C01666,Theo Thorne,None,2022-01-14,Coeur d'Alene,ID,ST002
C01667,Hugo Ferreira,Summit,2023-09-23,Reno,NV,ST014
C01668,Sana Ferreira,Trailhead,2024-02-02,Boulder,CO,ST008
C01669,Imani Okonkwo,None,2024-12-02,Tacoma,WA,ST004
C01670,Saskia Whitfield,None,2021-09-01,Boise,ID,ST012
C01671,Ravi Thorne,None,2023-03-07,Coeur d'Alene,ID,ST004
C01672,Mateo Grimshaw,None,2024-06-13,Seattle,WA,ST001
C01673,Elias Kowalski,None,2023-06-27,Missoula,MT,ST004
C01674,Priya Thorne,None,2023-10-28,Spokane,WA,ST013
C01675,Amara Nakamura,Alpine,2022-04-29,Fort Collins,CO,ST011
C01676,Mateo Grimshaw,Trailhead,2021-03-20,Seattle,WA,ST010
C01677,Callum Wexford,Trailhead,2022-06-11,Sacramento,CA,ST005
C01678,Ravi Wexford,None,2020-07-06,Tacoma,WA,ST014
C01679,Emrys Halvorsen,None,2020-09-22,Bend,OR,ST002
C01680,Soren Kowalski,None,2021-10-04,Seattle,WA,ST012
C01681,Leila Hollis,None,2021-12-25,Sacramento,CA,ST016
C01682,Saskia Yardley,None,2020-02-22,Bend,OR,ST010
C01683,Tobias Kowalski,Trailhead,2020-10-06,Fort Collins,CO,ST017
C01684,Elias Delacroix,Summit,2020-04-23,Bend,OR,ST003
C01685,Sana Nakamura,Trailhead,2021-01-09,Flagstaff,AZ,ST012
C01686,Elias Zielinski,None,2021-09-29,Fort Collins,CO,ST013
C01687,Lucian Thorne,Summit,2022-09-06,Tacoma,WA,ST005
C01688,Ravi Kowalski,None,2021-01-20,Fort Collins,CO,ST013
C01689,Hugo Wexford,None,2023-09-25,Coeur d'Alene,ID,ST005
C01690,Marcus Sandoval,Alpine,2020-12-16,Bozeman,MT,ST018
C01691,Otto Nakamura,None,2024-06-04,Salt Lake City,UT,ST006
C01692,Lucian Ferreira,Trailhead,2022-05-29,Sacramento,CA,ST011
C01693,Elias Ibarra,Summit,2020-11-04,Boise,ID,ST018
C01694,Lucian Ashworth,Summit,2023-02-15,Portland,OR,ST001
C01695,Nadia Grimshaw,None,2024-10-31,Coeur d'Alene,ID,ST010
C01696,Alina Sandoval,None,2021-07-25,Salt Lake City,UT,ST004
C01697,Rosa Ellery,None,2021-03-05,Flagstaff,AZ,ST005
C01698,Elias Zielinski,Trailhead,2022-03-02,Reno,NV,ST017
C01699,Kenji Halvorsen,Trailhead,2021-07-21,Flagstaff,AZ,ST017
C01700,Otto Okonkwo,Summit,2020-10-17,Reno,NV,ST007
C01701,Freya Ashworth,Summit,2024-10-23,Reno,NV,ST014
C01702,Greta Okonkwo,Summit,2023-05-23,Boulder,CO,ST010
C01703,Leila Ibarra,Trailhead,2023-08-15,Fort Collins,CO,ST013
C01704,Otto Ellery,Summit,2021-05-24,Spokane,WA,ST004
C01705,Nadia Zielinski,Trailhead,2024-07-12,Fort Collins,CO,ST001
C01706,Imani Farrow,Trailhead,2022-09-26,Coeur d'Alene,ID,ST010
C01707,Alina Yardley,Summit,2023-05-30,Portland,OR,ST013
C01708,Alina Lindqvist,None,2022-11-04,Denver,CO,ST017
C01709,Otto Yardley,Trailhead,2024-05-09,Fort Collins,CO,ST015
C01710,Kenji Wexford,None,2024-12-26,Reno,NV,ST001
C01711,Kenji Thorne,Trailhead,2022-01-18,Seattle,WA,ST015
C01712,Callum Ellery,Trailhead,2021-05-26,Reno,NV,ST011
C01713,Elena Rasmussen,None,2023-12-31,Bozeman,MT,ST017
C01714,Felix Ibarra,Alpine,2021-03-09,Missoula,MT,ST002
C01715,Rosa Farrow,Trailhead,2023-09-13,Sacramento,CA,ST003
C01716,Diego Farrow,Summit,2021-10-22,Fort Collins,CO,ST017
C01717,Nadia Delacroix,None,2023-04-30,Boise,ID,ST007
C01718,Felix Ferreira,None,2020-07-15,Missoula,MT,ST017
C01719,Soren Sandoval,None,2022-05-19,Reno,NV,ST017
C01720,Soren Kowalski,Trailhead,2020-03-29,Flagstaff,AZ,ST012
C01721,Freya Marchetti,None,2022-08-14,Bozeman,MT,ST017
C01722,Emrys Yardley,Alpine,2022-05-26,Seattle,WA,ST012
C01723,Theo Barros,Trailhead,2022-04-17,Portland,OR,ST018
C01724,Leila Nakamura,Trailhead,2023-09-11,Spokane,WA,ST017
C01725,Ravi Ashworth,None,2021-10-22,Missoula,MT,ST011
C01726,Freya Rasmussen,Summit,2023-09-10,Reno,NV,ST003
C01727,Mateo Kowalski,Summit,2024-03-24,Seattle,WA,ST006
C01728,Noor Marchetti,None,2020-06-11,Sacramento,CA,ST005
C01729,Diego Thorne,Alpine,2023-01-06,Sacramento,CA,ST009
C01730,Leila Lindqvist,Summit,2023-09-20,Sacramento,CA,ST015
